ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
44305,47,110.34,4,5185.9800000000005,13/05/2020,1276,Shipped,Planes,80,S18_3278,Euro Shopping Channel,5964160944,"Drammen 121, PR 744 Sentrum",Tsawassen,,Denmark,Bennett,Mart¡n,Medium
44306,25,55.49,12,1387.25,28/10/2018,2019,Shipped,Classic Cars,60,S18_2625,Herkku Gifts,5077537714,Mehrheimerstr. 369,Oslo,,Australia,Larsson,Sean,Small
44307,36,114.3,10,4114.8,12/06/2018,2246,Shipped,Motorcycles,96,S32_1268,"Saveley & Henriot, Co.",8803068254,897 Long Airport Avenue,San Rafael,,Norway,Bergulfsen,Diego,Medium
44308,24,55.72,4,1337.28,22/10/2018,2758,Shipped,Classic Cars,102,S32_4485,Handji Gifts& Co,6536297457,4658 Baden Av.,Madrid,,Germany,Holz,Martine,Small
44309,37,56.1,11,2075.7000000000003,11/10/2019,860,Shipped,Classic Cars,49,S72_1253,"Toys of Finland, Co.",7809621135,"C/ Moralzarzal, 86",Barcelona,,USA,Pfalzheim,Miguel,Small
44310,40,89.38,9,3575.2,06/10/2018,170,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,9333271900,5677 Strong St.,Torino,,USA,Yu,Michael,Medium
44311,20,82.99,3,1659.8,05/11/2018,1923,Shipped,Ships,73,S24_1046,Mini Classics,2601292135,4092 Furth Circle,Brickhaven,,Spain,Victorino,Dan,Medium
44312,38,123.32,10,4686.16,28/06/2019,110,Shipped,Motorcycles,35,S24_2840,"Dragon Souveniers, Ltd.",4783563426,636 St Kilda Road,San Rafael,,Norway,Ashworth,Giovanni,Small
44313,20,113.88,1,2277.6,06/01/2020,2467,Shipped,Ships,104,S18_3136,Mini Caravy,3570501786,23 Tsawassen Blvd.,San Rafael,,Norway,Pipps,Christina,Medium
44314,22,63.67,2,1400.74,20/10/2018,2203,Shipped,Vintage Cars,87,S18_4522,Amica Models & Co.,7025246259,6251 Ingle Ln.,Madrid,,France,Freyre,Elizabeth,Small
44315,21,56.12,11,1178.52,16/01/2019,2296,Shipped,Trains,50,S18_4668,Euro Shopping Channel,4292481565,Rue Joseph-Bens 532,Cowes,,Spain,Huxley,Leslie,Small
44316,22,68.34,2,1503.48,08/11/2018,1806,Shipped,Classic Cars,104,S18_3136,The Sharp Gifts Warehouse,8944801085,Rue Joseph-Bens 532,Osaka,,Italy,Sommer,Valarie,Small
44317,29,164.0,2,4756.0,25/11/2018,2474,Shipped,Classic Cars,118,S24_4048,The Sharp Gifts Warehouse,1785995097,39323 Spinnaker Dr.,Helsinki,,UK,Frick,Sue,Medium
44318,35,122.06,10,4272.1,26/01/2019,1610,Shipped,Classic Cars,102,S18_1342,Diecast Classics Inc.,4911097161,"C/ Araquil, 67",Manchester,,Australia,O'Hara,Eric,Medium
44319,23,75.49,2,1736.27,17/02/2018,1420,Shipped,Classic Cars,66,S700_1138,Euro Shopping Channel,4809174856,2440 Pompton St.,Paris,,Singapore,Tam,Diego,Small
44320,45,53.72,2,2417.4,06/07/2019,3245,Shipped,Classic Cars,140,S24_3856,Land of Toys Inc.,1621655974,"Rambla de Catalu¤a, 23",Paris,,Japan,Donnermeyer,Laurence,Small
44321,27,140.62,13,3796.7400000000002,21/08/2019,3361,Shipped,Classic Cars,173,S12_3891,Handji Gifts& Co,9796094433,Vinb'ltet 34,Bergamo,,Spain,Karttunen,Annette,Medium
44322,30,83.07,7,2492.1,10/12/2019,1393,Shipped,Vintage Cars,214,S10_1949,Collectables For Less Inc.,1714989433,Lyonerstr. 34,Madrid,,UK,Cruz,Leslie,Medium
44323,40,119.4,1,4776.0,07/01/2020,621,Shipped,Motorcycles,136,S10_4757,"Toys of Finland, Co.",4081312245,4092 Furth Circle,Minato-ku,,Switzerland,O'Hara,Kyung,Small
44324,37,70.15,4,2595.55,17/11/2019,351,Shipped,Vintage Cars,61,S24_3371,Euro Shopping Channel,5342882515,897 Long Airport Avenue,Minato-ku,,Spain,Rovelli,Diego,Medium
44325,22,51.95,6,1142.9,17/05/2020,2389,Shipped,Motorcycles,76,S24_2000,"Iberia Gift Imports, Corp.",1516102390,5677 Strong St.,Helsinki,,Spain,Connery,Mary,Medium
44326,40,129.45,2,5178.0,28/04/2018,425,In Process,Classic Cars,99,S18_3320,Tekni Collectables Inc.,5883491606,7586 Pompton St.,Madrid,,Sweden,Hirano,Christina,Small
44327,46,134.46,1,6185.160000000001,15/11/2019,3347,Shipped,Ships,127,S24_2300,Quebec Home Shopping Network,7232375668,59 rue de l'Abbaye,Singapore,,Spain,Young,Marta,Small
44328,46,79.68,4,3665.28,25/11/2018,2604,Shipped,Vintage Cars,136,S18_3140,Toys4GrownUps.com,8154145006,"24, place Kluber",London,,USA,Yu,Mory,Small
44329,24,119.04,13,2856.96,03/05/2020,3494,Shipped,Vintage Cars,64,S32_3522,Euro Shopping Channel,1276372350,Mehrheimerstr. 369,Graz,,USA,Pfalzheim,Adrian,Small
44330,27,100.34,1,2709.1800000000003,20/11/2018,3167,On Hold,Vintage Cars,127,S24_2300,Petit Auto,4751890469,7 Allen Street,Reims,,Singapore,Hernandez,Jeff,Large
44331,34,87.06,2,2960.04,01/05/2020,2767,Shipped,Classic Cars,102,S32_4485,"Corrida Auto Replicas, Ltd",5952806242,3758 North Pendale Street,Boras,,Spain,Frick,Michael,Medium
44332,37,118.68,8,4391.16,09/04/2019,1755,Shipped,Classic Cars,71,S18_4933,Auto Canal Petit,2882045774,5677 Strong St.,Makati City,,Spain,Dewey,Dominique,Medium
44333,42,167.65,4,7041.3,11/05/2019,2775,Shipped,Classic Cars,83,S24_3816,"La Corne D'abondance, Co.",1991891781,Vinb'ltet 34,Paris,,UK,Yu,Jean,Small
44334,23,144.08,7,3313.84,17/02/2018,1616,Shipped,Vintage Cars,43,S50_1341,giftsbymail.co.uk,9491879614,"25, rue Lauriston",South Brisbane,,Austria,Brown,Giovanni,Small
44335,49,128.02,6,6272.9800000000005,23/07/2019,1733,Shipped,Motorcycles,91,S700_1691,"Vida Sport, Ltd",7561757739,782 First Street,Salzburg,,USA,Hernandez,Henriette,Medium
44336,50,36.74,7,1837.0,01/03/2020,1536,Shipped,Classic Cars,118,S12_4473,"Double Decker Gift Stores, Ltd",5615541987,7476 Moss Rd.,Minato-ku,,Austria,Tonini,Giovanni,Medium
44337,34,84.3,4,2866.2,17/11/2019,3022,Shipped,Classic Cars,92,S18_4409,Royale Belge,6778187349,Rue Joseph-Bens 532,Stavern,,France,King,Maurizio,Large
44338,41,72.12,6,2956.92,16/11/2019,1678,In Process,Ships,141,S18_3685,Classic Legends Inc.,2205315763,Via Monte Bianco 34,New Bedford,,USA,Frick,Sue,Medium
44339,24,100.16,1,2403.84,11/03/2019,1835,Shipped,Vintage Cars,118,S12_4473,Handji Gifts& Co,6464718669,23 Tsawassen Blvd.,San Rafael,,USA,Saveley,Eric,Small
44340,29,65.8,11,1908.1999999999998,22/02/2019,3200,On Hold,Vintage Cars,173,S12_3891,Gift Depot Inc.,4197451220,"Monitor Money Building, 815 Pacific Hwy",Boras,,Finland,Mendel,Mart¡n,Small
44341,46,115.37,4,5307.02,29/10/2019,832,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,8651191860,7586 Pompton St.,Dublin,,Spain,Brown,Peter,Small
44342,37,96.74,4,3579.3799999999997,17/08/2019,1481,Shipped,Trucks and Buses,33,S24_1937,"AV Stores, Co.",3444313261,5677 Strong St.,Munich,,France,Freyre,Adrian,Medium
44343,33,59.96,2,1978.68,02/02/2020,1576,Shipped,Trucks and Buses,97,S24_4258,giftsbymail.co.uk,2523735313,2304 Long Airport Avenue,White Plains,,Austria,Lincoln,Valarie,Small
44344,21,111.19,9,2334.99,13/11/2018,1124,Shipped,Vintage Cars,150,S12_2823,Mini Creations Ltd.,4398470930,"12, rue des Bouchers",San Rafael,,Spain,Koskitalo,Jan,Small
44345,45,70.44,1,3169.7999999999997,14/10/2019,2826,Shipped,Vintage Cars,107,S24_3432,"Saveley & Henriot, Co.",5864353265,Fauntleroy Circus,Paris,,USA,Frick,Kyung,Small
44346,21,209.15,10,4392.150000000001,24/07/2018,2535,Shipped,Ships,102,S18_1342,"Stylish Desk Decors, Co.",1766709296,Strada Provinciale 124,Reims,,Singapore,Nelson,Kwai,Small
44347,29,34.91,2,1012.3899999999999,01/12/2019,2950,Shipped,Vintage Cars,62,S18_2957,Diecast Collectables,7665057996,"C/ Moralzarzal, 86",North Sydney,,France,Fresnisre,Marta,Small
44348,26,127.1,6,3304.6,04/04/2018,1676,Shipped,Vintage Cars,69,S24_2360,Collectables For Less Inc.,5848019040,Fauntleroy Circus,Madrid,,Spain,Freyre,Maria,Medium
44349,24,39.6,1,950.4000000000001,23/10/2018,1961,Shipped,Classic Cars,148,S18_4721,Marta's Replicas Co.,7500310407,"54, rue Royale",New Bedford,,Japan,Ashworth,Leslie,Medium
44350,36,29.7,4,1069.2,11/02/2018,829,Shipped,Vintage Cars,142,S18_1984,Land of Toys Inc.,9705905643,5677 Strong St.,Brisbane,,Singapore,Nelson,Mart¡n,Small
44351,34,82.39,3,2801.26,03/11/2019,1149,Shipped,Classic Cars,173,S12_3891,Motor Mint Distributors Inc.,7848446004,Keskuskatu 45,Madrid,,Spain,O'Hara,Paolo,Small
44352,36,102.0,13,3672.0,07/11/2018,484,Shipped,Classic Cars,127,S24_2300,Mini Gifts Distributors Ltd.,8383229145,Erling Skakkes gate 78,Madrid,,USA,Donnermeyer,Jytte,Medium
44353,32,49.67,7,1589.44,02/12/2018,2766,Shipped,Ships,193,S10_4698,Alpha Cognac,6907801343,2-2-8 Roppongi,Las Vegas,,France,Cassidy,Helen,Medium
44354,49,112.97,2,5535.53,17/05/2020,3226,Shipped,Classic Cars,35,S24_2840,West Coast Collectables Co.,8163456526,59 rue de l'Abbaye,Oulu,,France,Freyre,Kwai,Small
44355,22,149.33,1,3285.26,08/05/2018,298,Shipped,Classic Cars,83,S24_3816,Euro Shopping Channel,8219754018,9408 Furth Circle,Oslo,,Australia,Nelson,Elizabeth,Medium
44356,31,40.62,5,1259.22,17/12/2019,628,Shipped,Classic Cars,102,S32_4485,Mini Classics,9249852736,Via Ludovico il Moro 22,Makati City,,Canada,Henriot,Valarie,Small
44357,27,138.38,11,3736.2599999999998,01/05/2020,3157,Shipped,Vintage Cars,49,S72_1253,Scandinavian Gift Ideas,5427878165,7825 Douglas Av.,NYC,,USA,Taylor,Annette,Medium
44358,38,60.76,3,2308.88,20/02/2019,523,Shipped,Trucks and Buses,168,S18_2795,"Bavarian Collectables Imports, Co.",7657920946,Torikatu 38,Cowes,,Italy,Brown,Eric,Medium
44359,45,196.52,6,8843.4,01/09/2019,3342,Shipped,Classic Cars,99,S32_1374,Diecast Collectables,4495941717,43 rue St. Laurent,Reims,,Germany,King,Peter,Medium
44360,39,62.19,6,2425.41,16/10/2019,1466,Shipped,Trucks and Buses,68,S24_2841,Euro Shopping Channel,3879951768,Strada Provinciale 124,Salzburg,,France,Suominen,Allen,Medium
44361,24,134.84,1,3236.16,02/08/2019,1659,Shipped,Classic Cars,84,S18_2581,La Rochelle Gifts,6547589573,5677 Strong St.,Minato-ku,,USA,Oeztan,Sue,Small
44362,38,157.12,1,5970.56,21/10/2018,2768,Shipped,Vintage Cars,115,S12_4675,Euro Shopping Channel,9211929930,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Allentown,,USA,Nelson,Veysel,Medium
44363,44,122.89,7,5407.16,17/06/2019,1274,Shipped,Trucks and Buses,127,S24_2300,CAF Imports,9516045390,"184, chausse de Tournai",Barcelona,,France,Freyre,Jonas,Medium
44364,34,43.7,10,1485.8000000000002,03/06/2018,534,Shipped,Motorcycles,44,S24_2022,Muscle Machine Inc,5143014711,39323 Spinnaker Dr.,Boston,,Canada,Kuo,Helen,Medium
44365,35,185.3,3,6485.5,20/01/2020,3482,Shipped,Motorcycles,118,S700_2834,"UK Collectables, Ltd.",2993549793,Fauntleroy Circus,Brisbane,,UK,Yu,Diego,Small
44366,26,113.24,14,2944.24,21/05/2018,1395,Shipped,Classic Cars,83,S24_3816,Vitachrome Inc.,7861866156,7825 Douglas Av.,Nantes,,UK,Koskitalo,Pirkko,Medium
44367,38,59.87,14,2275.06,26/11/2018,3147,Shipped,Ships,117,S24_2887,Scandinavian Gift Ideas,4335373722,Village Close - 106 Linden Road Sandown,Charleroi,,USA,Ferguson,Miguel,Medium
44368,25,81.89,8,2047.25,29/11/2019,2092,Shipped,Classic Cars,66,S700_1138,Euro Shopping Channel,8362947494,39323 Spinnaker Dr.,New Bedford,,Finland,Moroni,Michael,Small
44369,31,128.5,8,3983.5,10/10/2018,987,Shipped,Classic Cars,193,S10_4698,Euro Shopping Channel,9530772666,Village Close - 106 Linden Road Sandown,North Sydney,,USA,Taylor,Catherine,Small
44370,39,141.66,6,5524.74,20/11/2018,1310,Shipped,Trucks and Buses,68,S24_3949,Euro Shopping Channel,2564254192,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",San Rafael,,Spain,Hernandez,Diego,Small
44371,34,145.01,12,4930.34,12/11/2019,1498,Shipped,Planes,60,S18_2432,"Vida Sport, Ltd",3823132803,201 Miller Street,Graz,,France,Natividad,Jytte,Small
44372,43,49.67,11,2135.81,15/10/2019,616,Shipped,Planes,121,S18_4600,Muscle Machine Inc,9233466361,"265, boulevard Charonne",Madrid,,Australia,Yu,Steve,Medium
44373,35,111.8,9,3913.0,17/02/2020,1447,Shipped,Planes,64,S32_3522,The Sharp Gifts Warehouse,5143046575,Smagsloget 45,Madrid,,USA,Pipps,Adrian,Small
44374,25,164.63,15,4115.75,16/01/2019,709,Shipped,Planes,68,S24_3949,"Oulu Toy Supplies, Inc.",6678093523,"C/ Moralzarzal, 86",Reggio Emilia,,Spain,Henriot,Matti,Small
44375,38,189.93,6,7217.34,28/03/2020,2725,Shipped,Motorcycles,91,S700_1691,Online Diecast Creations Co.,6055339580,5677 Strong St.,Melbourne,,Canada,Benitez,Elizabeth,Medium
44376,22,113.28,6,2492.16,03/03/2020,1586,Shipped,Classic Cars,64,S32_3522,Petit Auto,6806761590,"C/ Moralzarzal, 86",Chatswood,,USA,Thompson,Georg,Small
44377,23,159.81,1,3675.63,20/08/2019,3396,Shipped,Classic Cars,116,S18_1097,"Vida Sport, Ltd",1701244715,25 Maiden Lane,Bergamo,,Denmark,Freyre,Victoria,Small
44378,24,88.14,3,2115.36,20/11/2018,3008,Shipped,Trains,118,S12_4473,"Corrida Auto Replicas, Ltd",1945281803,15 McCallum Street - NatWest Center #13-03,Pasadena,,USA,Huxley,Juri,Small
44379,28,140.08,7,3922.2400000000002,18/05/2019,3012,Shipped,Classic Cars,40,S32_2206,Signal Gift Stores,4873628053,5677 Strong St.,Koln,,Italy,King,Henriette,Small
44380,21,80.54,6,1691.3400000000001,05/11/2019,1905,On Hold,Vintage Cars,118,S12_4473,"Australian Collectors, Co.",5625135987,5677 Strong St.,NYC,,Spain,Freyre,Jonas,Small
44381,22,53.83,2,1184.26,01/09/2019,2690,Shipped,Ships,62,S18_3782,Mini Caravy,6468326283,78934 Hillside Dr.,San Rafael,,USA,Karttunen,Eduardo,Small
44382,50,132.71,10,6635.5,06/11/2018,2793,Shipped,Classic Cars,92,S18_4409,Technics Stores Inc.,5248753694,361 Furth Circle,Helsinki,,Spain,Barajas,Paolo,Small
44383,23,105.04,6,2415.92,23/03/2020,3213,Shipped,Trucks and Buses,140,S24_3856,Vitachrome Inc.,6124302171,3758 North Pendale Street,North Sydney,,Finland,Yu,Marta,Small
44384,41,80.87,16,3315.67,01/06/2019,2882,Shipped,Motorcycles,44,S24_2022,Cruz & Sons Co.,3320392090,Garden House Crowther Way,Reims,,Norway,Perrier,Maurizio,Small
44385,39,62.31,13,2430.09,10/01/2020,2802,Shipped,Vintage Cars,68,S24_3949,"Anna's Decorations, Ltd",1146687276,"C/ Moralzarzal, 86",Las Vegas,,Finland,Young,Giovanni,Medium
44386,36,59.37,11,2137.3199999999997,21/10/2019,2493,Shipped,Classic Cars,72,S700_2610,"Oulu Toy Supplies, Inc.",9697036679,"Drammensveien 126 A, PB 744 Sentrum",Marseille,,Spain,Pipps,Sue,Medium
44387,47,167.7,8,7881.9,12/09/2018,167,Shipped,Trucks and Buses,58,S50_1514,Osaka Souveniers Co.,4425537801,5677 Strong St.,Montreal,,Canada,Thompson,Maria,Small
44388,42,37.63,5,1580.46,22/04/2020,724,Shipped,Planes,54,S72_3212,Euro Shopping Channel,9913711497,6251 Ingle Ln.,San Rafael,,USA,Saavedra,Maurizio,Large
44389,47,137.2,8,6448.4,02/12/2018,1038,Shipped,Classic Cars,100,S700_3505,"Saveley & Henriot, Co.",5924730071,?kergatan 24,Melbourne,,France,Larsson,Valarie,Medium
44390,48,84.7,9,4065.6000000000004,05/09/2018,3555,Shipped,Motorcycles,168,S18_2795,"Oulu Toy Supplies, Inc.",2643042234,59 rue de l'Abbaye,San Rafael,,France,Koskitalo,Valarie,Medium
44391,23,156.55,1,3600.65,30/09/2019,334,Shipped,Planes,68,S24_2841,Salzburg Collectables,3954229544,"Monitor Money Building, 815 Pacific Hwy",Allentown,,Italy,King,Georg,Small
44392,37,81.86,5,3028.82,05/10/2018,216,Shipped,Vintage Cars,68,S24_3949,Euro Shopping Channel,4954706502,361 Furth Circle,Brickhaven,,USA,Taylor,Adrian,Small
44393,39,110.18,6,4297.02,16/10/2019,2914,Shipped,Classic Cars,57,S24_1444,Petit Auto,7782432790,78934 Hillside Dr.,Munich,,USA,Saavedra,Diego,Small
44394,34,151.45,7,5149.299999999999,04/10/2018,3061,Shipped,Classic Cars,35,S24_2840,Technics Stores Inc.,6790194695,Rue Joseph-Bens 532,Newark,,USA,Ferguson,Daniel,Large
44395,36,126.68,13,4560.4800000000005,06/11/2018,1192,Shipped,Vintage Cars,101,S700_2824,La Rochelle Gifts,3876642489,27 rue du Colonel Pierre Avia,Singapore,,France,Taylor,Valarie,Large
44396,49,86.04,2,4215.96,14/04/2020,1588,Shipped,Classic Cars,99,S32_1374,"Dragon Souveniers, Ltd.",5424949723,"2, rue du Commerce",Las Vegas,,USA,Nelson,Michael,Medium
44397,50,91.81,8,4590.5,02/03/2019,2095,Shipped,Planes,49,S72_1253,La Rochelle Gifts,2897913857,782 First Street,Allentown,,USA,Brown,Sean,Medium
44398,47,75.41,2,3544.27,06/11/2018,1989,Shipped,Vintage Cars,64,S32_3522,"Vida Sport, Ltd",2133063016,Village Close - 106 Linden Road Sandown,Las Vegas,,Australia,Franco,Diego,Small
44399,24,164.63,8,3951.12,07/11/2018,1000,Shipped,Classic Cars,140,S24_3856,Scandinavian Gift Ideas,4606614735,5677 Strong St.,Madrid,,Spain,Lewis,Georg,Medium
44400,34,94.92,5,3227.28,21/05/2018,2171,Shipped,Ships,101,S700_2824,"Royal Canadian Collectables, Ltd.",6853263915,"C/ Araquil, 67",NYC,,Spain,Klaeboe,Wing C,Small
44401,29,116.31,8,3372.9900000000002,12/11/2018,990,Shipped,Ships,68,S32_4289,Euro Shopping Channel,6512112925,Erling Skakkes gate 78,Tsawassen,,Singapore,Holz,Wendy,Medium
44402,27,83.27,2,2248.29,08/05/2018,1513,Shipped,Vintage Cars,118,S10_2016,"Volvo Model Replicas, Co",3412054923,Smagsloget 45,San Rafael,,USA,King,Michael,Small
44403,26,102.3,4,2659.7999999999997,09/12/2018,1238,Shipped,Trucks and Buses,86,S700_1938,"UK Collectables, Ltd.",4172957438,636 St Kilda Road,Marseille,,Spain,Ibsen,Juri,Medium
44404,31,107.15,1,3321.65,02/01/2019,2473,Shipped,Motorcycles,69,S24_2360,Suominen Souveniers,2644673407,Grenzacherweg 237,NYC,,Denmark,Donnermeyer,Elizabeth,Small
44405,59,139.75,2,8245.25,17/10/2018,970,Shipped,Classic Cars,90,S24_2766,"La Corne D'abondance, Co.",2507263568,636 St Kilda Road,London,,Spain,O'Hara,Maria,Small
44406,22,207.87,5,4573.14,21/08/2019,699,Shipped,Vintage Cars,80,S18_3278,FunGiftIdeas.com,2149550915,Vinb'ltet 34,Minato-ku,,USA,Freyre,Palle,Medium
44407,34,118.15,3,4017.1000000000004,24/11/2019,1912,Resolved,Classic Cars,109,S24_1785,Euro Shopping Channel,4646246876,"C/ Moralzarzal, 86",Salzburg,,Spain,Bergulfsen,Peter,Small
44408,28,86.76,1,2429.28,10/11/2019,1108,Shipped,Classic Cars,66,S700_1138,"Anna's Decorations, Ltd",9068588598,2304 Long Airport Avenue,Paris,,France,Holz,Juri,Small
44409,42,139.17,3,5845.139999999999,30/05/2020,2975,Shipped,Trucks and Buses,86,S700_1938,Euro Shopping Channel,3679752990,"C/ Moralzarzal, 86",Philadelphia,,Canada,Brown,Michael,Medium
44410,42,128.39,4,5392.379999999999,09/03/2020,511,Shipped,Vintage Cars,136,S12_1666,"AV Stores, Co.",4164251563,78934 Hillside Dr.,Oulu,,USA,Frick,Adrian,Small
44411,48,81.73,13,3923.04,23/07/2019,410,Shipped,Planes,62,S18_3782,Quebec Home Shopping Network,1321599152,897 Long Airport Avenue,Philadelphia,,Japan,Tseng,Juri,Medium
44412,20,116.24,7,2324.7999999999997,02/12/2018,1576,In Process,Vintage Cars,54,S32_2509,Land of Toys Inc.,1426965171,59 rue de l'Abbaye,Lyon,,USA,Bertrand,Jeff,Large
44413,39,63.97,1,2494.83,11/09/2018,3379,Shipped,Classic Cars,142,S18_1984,Lyon Souveniers,7169613148,"Software Engineering Center, SEC Oy",Nantes,,Belgium,Calaghan,Roland,Large
44414,24,72.74,6,1745.7599999999998,08/08/2018,3402,Shipped,Classic Cars,66,S700_1138,Motor Mint Distributors Inc.,5882262573,"184, chausse de Tournai",Burlingame,,France,King,Kyung,Medium
44415,43,176.8,9,7602.400000000001,16/11/2019,2355,Resolved,Classic Cars,57,S24_1444,Handji Gifts& Co,5763803782,Grenzacherweg 237,Lyon,,Germany,Natividad,Jean,Medium
44416,45,40.4,6,1818.0,02/11/2019,1257,Shipped,Classic Cars,136,S18_3140,Euro Shopping Channel,5459244920,5677 Strong St.,Singapore,,USA,O'Hara,Violeta,Small
44417,30,77.9,11,2337.0,06/11/2018,3552,Resolved,Vintage Cars,33,S24_1937,Mini Creations Ltd.,1944199590,5677 Strong St.,Cowes,,USA,Nelson,Anna,Medium
44418,46,117.57,5,5408.219999999999,23/04/2020,1297,Shipped,Planes,127,S18_2325,Canadian Gift Exchange Network,3456765485,5677 Strong St.,Singapore,,USA,Freyre,Valarie,Small
44419,20,42.24,7,844.8000000000001,22/04/2020,2070,Shipped,Motorcycles,77,S18_1889,"Stylish Desk Decors, Co.",7545491896,4575 Hillside Dr.,Allentown,,Finland,Nelson,Dominique,Small
44420,31,93.21,1,2889.5099999999998,05/05/2019,1096,Shipped,Classic Cars,64,S32_3522,"Corrida Auto Replicas, Ltd",6491722718,1900 Oak St.,San Rafael,,France,Yu,Paolo,Small
44421,24,100.34,6,2408.16,29/04/2018,401,Shipped,Classic Cars,79,S12_3990,Souveniers And Things Co.,7985524239,9408 Furth Circle,South Brisbane,,USA,Nelson,Marie,Small
44422,25,54.09,7,1352.25,02/12/2019,211,Shipped,Motorcycles,84,S18_2581,"Saveley & Henriot, Co.",3886479785,Vinb'ltet 34,San Rafael,,USA,Murphy,Leslie,Small
44423,34,112.68,1,3831.1200000000003,13/10/2019,365,Shipped,Trains,60,S18_2625,Marta's Replicas Co.,7241492681,4575 Hillside Dr.,San Rafael,,USA,Ashworth,Eduardo,Small
44424,36,157.98,9,5687.28,11/11/2018,685,Shipped,Ships,72,S700_2610,"Dragon Souveniers, Ltd.",4487674689,Garden House Crowther Way,Marseille,,Australia,Petersen,Paolo,Small
44425,33,80.67,6,2662.11,05/11/2018,1769,Shipped,Planes,100,S700_3505,"Australian Collectors, Co.",9840101681,"C/ Romero, 33",Chatswood,,Switzerland,Ibsen,Peter,Medium
44426,40,44.56,13,1782.4,06/11/2018,818,Shipped,Vintage Cars,207,S12_1108,giftsbymail.co.uk,3492921338,2304 Long Airport Avenue,Reims,,USA,Nelson,Janine,Small
44427,21,103.21,9,2167.41,04/10/2018,2171,Shipped,Trains,92,S18_4409,Rovelli Gifts,9765635338,5677 Strong St.,Bruxelles,,USA,Hernandez,Helen,Large
44428,25,92.16,9,2304.0,30/03/2020,1508,Shipped,Vintage Cars,68,S32_4289,La Rochelle Gifts,6251313448,5677 Strong St.,San Jose,,USA,Saveley,Julie,Medium
44429,42,69.63,6,2924.46,02/04/2019,3373,On Hold,Trucks and Buses,100,S700_3505,Vitachrome Inc.,5632368297,8489 Strong St.,Cambridge,,Australia,Petersen,Henriette,Small
44430,21,137.53,1,2888.13,02/12/2019,1280,Shipped,Motorcycles,68,S24_3949,Land of Toys Inc.,1830965536,5677 Strong St.,Barcelona,,France,Frick,Elizabeth,Medium
44431,40,81.73,7,3269.2000000000003,26/04/2019,1168,Shipped,Vintage Cars,121,S18_4600,Mini Gifts Distributors Ltd.,4016132220,4575 Hillside Dr.,Koln,,Finland,Freyre,Jean,Medium
44432,49,31.82,2,1559.18,12/11/2018,375,Shipped,Ships,85,S24_3191,Euro Shopping Channel,1824695135,Fauntleroy Circus,Tsawassen,,Australia,Connery,Michael,Medium
44433,39,122.4,2,4773.6,18/11/2018,3099,Shipped,Trains,72,S700_2610,Salzburg Collectables,2195206978,"Boulevard Tirou, 255",NYC,,Finland,Young,Akiko,Medium
44434,35,112.46,4,3936.1,30/05/2020,852,Shipped,Trucks and Buses,118,S700_2834,Technics Stores Inc.,3694068542,7476 Moss Rd.,Madrid,,UK,King,Kyung,Small
44435,45,37.63,10,1693.3500000000001,02/07/2018,2695,Shipped,Classic Cars,163,S18_2238,The Sharp Gifts Warehouse,1512827578,"67, rue des Cinquante Otages",San Rafael,,USA,Brown,Matti,Medium
44436,30,85.75,6,2572.5,24/06/2019,1878,Shipped,Trucks and Buses,85,S24_3191,L'ordine Souveniers,7569834040,782 First Street,White Plains,,USA,Lincoln,Catherine,Medium
